,Year,City1,City2,PaxToCity2,PaxFromCity2,Month Name,Date,Domestic (Airport Footfalls),Domestic (Arriving Pax),Domestic (Departing Pax),Domestic (Arrival Flights),Domestic (Departure Flights),International (Arrival Flights),International (Departure Flights),International (Airport Footfalls),Total_foot_falls,Month
181,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-26,350779,174623,176156,1597,1601,297.0,298.0,74733.0,425512.0,2022-01
182,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-27,323159,162562,160597,1525,1515,293.0,296.0,72351.0,395510.0,2022-01
183,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-28,343632,171921,171711,1604,1614,319.0,323.0,85254.0,428886.0,2022-01
184,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-29,357412,177547,179865,1619,1613,309.0,316.0,82741.0,440153.0,2022-01
185,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-30,413373,201381,211992,1803,1808,321.0,314.0,83587.0,496960.0,2022-01
186,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2022-01-31,370566,187694,182872,1702,1690,290.0,288.0,77721.0,448287.0,2022-01
187,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2023-01-03,809057,400087,408970,2877,2883,519.0,442.0,171688.0,980745.0,2023-01
188,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2023-01-07,825678,412818,412860,2899,2899,557.0,444.0,185562.0,1011240.0,2023-01
189,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-01,824050,413337,410713,2905,2920,627.0,513.0,211428.0,1035478.0,2024-01
190,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-02,841664,424399,417265,2948,2951,600.0,498.0,205474.0,1047138.0,2024-01
191,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-03,852279,426956,425323,2879,2873,644.0,495.0,216510.0,1068789.0,2024-01
192,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-04,851460,424434,427026,2868,2869,631.0,508.0,208783.0,1060243.0,2024-01
193,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-05,855709,428766,426943,2877,2879,638.0,518.0,214804.0,1070513.0,2024-01
194,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-06,853059,425272,427787,2787,2786,655.0,514.0,231645.0,1084704.0,2024-01
195,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-07,896930,448292,448638,2901,2904,639.0,543.0,227990.0,1124920.0,2024-01
196,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-08,875530,439399,436131,2933,2932,615.0,504.0,209321.0,1084851.0,2024-01
197,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-09,863281,432336,430945,2927,2936,603.0,496.0,205681.0,1068962.0,2024-01
198,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-10,870927,434620,436307,2905,2899,647.0,498.0,210917.0,1081844.0,2024-01
199,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-11,874597,436535,438062,2933,2936,613.0,508.0,208706.0,1083303.0,2024-01
200,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-12,865955,432842,433113,2875,2873,631.0,511.0,215980.0,1081935.0,2024-01
201,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-13,870165,434473,435692,2870,2883,646.0,500.0,221744.0,1091909.0,2024-01
202,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-14,744842,363583,381259,2547,2552,666.0,502.0,219004.0,963846.0,2024-01
203,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-15,782525,392309,390216,2599,2598,629.0,511.0,208489.0,991014.0,2024-01
204,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-16,840723,423028,417695,2752,2747,585.0,507.0,202549.0,1043272.0,2024-01
205,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-17,850065,424445,425620,2805,2805,653.0,497.0,210370.0,1060435.0,2024-01
206,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-18,849541,426782,422759,2820,2821,613.0,508.0,211818.0,1061359.0,2024-01
207,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-19,831807,417055,414752,2715,2729,636.0,515.0,223201.0,1055008.0,2024-01
208,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-20,838408,421869,416359,2750,2739,639.0,515.0,220971.0,1059379.0,2024-01
209,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-21,842951,423685,419266,2739,2729,664.0,528.0,225866.0,1068817.0,2024-01
210,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-22,842951,423685,419266,2739,2729,652.0,499.0,210173.0,1053124.0,2024-01
211,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-23,819355,410890,408465,2738,2726,580.0,503.0,191904.0,1011259.0,2024-01
212,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-24,823962,412609,411353,2744,2749,654.0,501.0,203279.0,1027241.0,2024-01
213,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-25,845426,423011,422415,2790,2796,614.0,515.0,203238.0,1048664.0,2024-01
214,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-26,840802,421415,419387,2815,2804,632.0,521.0,210817.0,1051619.0,2024-01
215,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-27,858270,426191,432079,2905,3012,625.0,521.0,217882.0,1076152.0,2024-01
216,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-28,879804,437135,442669,2912,2925,653.0,530.0,222897.0,1102701.0,2024-01
217,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-29,883186,440851,442335,2948,2928,623.0,509.0,214380.0,1097566.0,2024-01
218,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-30,858034,427978,430056,2916,2909,581.0,506.0,196296.0,1054330.0,2024-01
219,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2024-01-31,842654,423985,418669,2859,2854,630.0,500.0,204718.0,1047372.0,2024-01
220,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-01,903348,458709,444639,3170,3166,630.0,633.0,227075.0,1130423.0,2025-01
221,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-02,933668,467381,466287,3182,3192,633.0,637.0,231973.0,1165641.0,2025-01
222,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-03,936817,463992,472825,3133,3137,619.0,613.0,238049.0,1174866.0,2025-01
223,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-04,938998,465739,473259,3062,3049,638.0,643.0,243567.0,1182565.0,2025-01
224,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-05,978884,488239,490645,3114,3124,658.0,659.0,253582.0,1232466.0,2025-01
225,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-06,975546,489033,486513,3148,3152,618.0,609.0,229985.0,1205531.0,2025-01
226,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-07,980482,489508,490974,3184,3183,621.0,621.0,230138.0,1210620.0,2025-01
227,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-28,965398,482756,482642,3199,3206,608.0,613.0,213937.0,1179335.0,2025-01
228,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-29,956181,477659,478522,3177,3182,663.0,586.0,219472.0,1175653.0,2025-01
229,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-30,974004,486012,487992,3206,3203,650.0,601.0,225000.0,1199004.0,2025-01
230,2018,ADAMPUR,DELHI,1984.0,1981.0,January,2025-01-31,997458,498462,498996,3201,3197,662.0,591.0,234359.0,1231817.0,2025-01
231,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2021-01-05,451941,228009,223932,2206,2198,495.6,442.24,160388.14666666667,843802.24,2021-01
232,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2021-01-18,456297,226717,229580,2088,2091,495.6,442.24,160388.14666666667,843802.24,2021-01
233,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-01,606261,298214,308047,2713,2736,297.0,305.0,87676.0,693937.0,2022-01
234,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-02,708991,350135,358856,2784,2794,314.0,328.0,91281.0,800272.0,2022-01
235,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-03,676848,339300,337548,2818,2810,316.0,310.0,88628.0,765476.0,2022-01
236,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-04,575080,289115,285965,2659,2660,279.0,306.0,81588.0,656668.0,2022-01
237,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-06,501865,253261,248604,2480,2469,286.0,311.0,86939.0,588804.0,2022-01
238,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-05,517351,259280,258071,2539,2543,310.0,307.0,87588.0,604939.0,2022-01
239,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-07,519983,259732,260251,2511,2518,333.0,341.0,95843.0,615826.0,2022-01
240,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-08,482360,241108,241252,2365,2366,330.0,321.0,91923.0,574283.0,2022-01
241,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-09,478321,237526,240795,2414,2409,335.0,344.0,93428.0,571749.0,2022-01
242,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-10,431118,216845,214273,2261,2247,314.0,316.0,86481.0,517599.0,2022-01
243,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-11,376906,187514,189392,2058,2061,302.0,303.0,78886.0,455792.0,2022-01
244,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-12,383736,191895,191841,2028,2035,316.0,317.0,83860.0,467596.0,2022-01
245,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-13,353712,177274,176438,2063,2062,316.0,315.0,79653.0,433365.0,2022-01
246,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-14,336992,169545,167447,1994,1991,337.0,344.0,89669.0,426661.0,2022-01
247,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-15,333220,167542,165678,1907,1903,305.0,305.0,83246.0,416466.0,2022-01
248,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-16,365325,180017,185308,2014,2035,315.0,335.0,84666.0,449991.0,2022-01
249,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-17,354854,178600,176254,1999,1993,313.0,306.0,76395.0,431249.0,2022-01
250,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-19,298895,151071,147824,1621,1610,307.0,299.0,73487.0,372382.0,2022-01
251,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-18,300548,150496,150052,1654,1647,290.0,290.0,68108.0,368656.0,2022-01
252,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-20,313562,156029,157533,1650,1650,305.0,305.0,74790.0,388352.0,2022-01
253,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-21,354118,178236,175882,1782,1794,314.0,328.0,82502.0,436620.0,2022-01
254,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-22,367940,183665,184275,1779,1778,321.0,317.0,78577.0,446517.0,2022-01
255,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-23,366408,179343,187065,1792,1798,324.0,326.0,79358.0,445766.0,2022-01
256,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-24,330676,165156,165520,1681,1661,292.0,289.0,71091.0,401767.0,2022-01
257,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-25,315635,159044,156591,1579,1568,276.0,279.0,65839.0,381474.0,2022-01
258,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-26,350779,174623,176156,1597,1601,297.0,298.0,74733.0,425512.0,2022-01
259,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-27,323159,162562,160597,1525,1515,293.0,296.0,72351.0,395510.0,2022-01
260,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-28,343632,171921,171711,1604,1614,319.0,323.0,85254.0,428886.0,2022-01
261,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-29,357412,177547,179865,1619,1613,309.0,316.0,82741.0,440153.0,2022-01
262,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-30,413373,201381,211992,1803,1808,321.0,314.0,83587.0,496960.0,2022-01
263,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2022-01-31,370566,187694,182872,1702,1690,290.0,288.0,77721.0,448287.0,2022-01
264,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2023-01-03,809057,400087,408970,2877,2883,519.0,442.0,171688.0,980745.0,2023-01
265,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2023-01-07,825678,412818,412860,2899,2899,557.0,444.0,185562.0,1011240.0,2023-01
266,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-01,824050,413337,410713,2905,2920,627.0,513.0,211428.0,1035478.0,2024-01
267,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-02,841664,424399,417265,2948,2951,600.0,498.0,205474.0,1047138.0,2024-01
268,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-03,852279,426956,425323,2879,2873,644.0,495.0,216510.0,1068789.0,2024-01
269,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-04,851460,424434,427026,2868,2869,631.0,508.0,208783.0,1060243.0,2024-01
270,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-05,855709,428766,426943,2877,2879,638.0,518.0,214804.0,1070513.0,2024-01
271,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-06,853059,425272,427787,2787,2786,655.0,514.0,231645.0,1084704.0,2024-01
272,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-07,896930,448292,448638,2901,2904,639.0,543.0,227990.0,1124920.0,2024-01
273,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-08,875530,439399,436131,2933,2932,615.0,504.0,209321.0,1084851.0,2024-01
274,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-09,863281,432336,430945,2927,2936,603.0,496.0,205681.0,1068962.0,2024-01
275,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-10,870927,434620,436307,2905,2899,647.0,498.0,210917.0,1081844.0,2024-01
276,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-11,874597,436535,438062,2933,2936,613.0,508.0,208706.0,1083303.0,2024-01
277,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-12,865955,432842,433113,2875,2873,631.0,511.0,215980.0,1081935.0,2024-01
278,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-13,870165,434473,435692,2870,2883,646.0,500.0,221744.0,1091909.0,2024-01
279,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-14,744842,363583,381259,2547,2552,666.0,502.0,219004.0,963846.0,2024-01
280,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-15,782525,392309,390216,2599,2598,629.0,511.0,208489.0,991014.0,2024-01
281,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-16,840723,423028,417695,2752,2747,585.0,507.0,202549.0,1043272.0,2024-01
282,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-17,850065,424445,425620,2805,2805,653.0,497.0,210370.0,1060435.0,2024-01
283,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-18,849541,426782,422759,2820,2821,613.0,508.0,211818.0,1061359.0,2024-01
284,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-19,831807,417055,414752,2715,2729,636.0,515.0,223201.0,1055008.0,2024-01
285,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-20,838408,421869,416359,2750,2739,639.0,515.0,220971.0,1059379.0,2024-01
286,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-21,842951,423685,419266,2739,2729,664.0,528.0,225866.0,1068817.0,2024-01
287,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-22,842951,423685,419266,2739,2729,652.0,499.0,210173.0,1053124.0,2024-01
288,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-23,819355,410890,408465,2738,2726,580.0,503.0,191904.0,1011259.0,2024-01
289,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-24,823962,412609,411353,2744,2749,654.0,501.0,203279.0,1027241.0,2024-01
290,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-25,845426,423011,422415,2790,2796,614.0,515.0,203238.0,1048664.0,2024-01
291,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-26,840802,421415,419387,2815,2804,632.0,521.0,210817.0,1051619.0,2024-01
292,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-27,858270,426191,432079,2905,3012,625.0,521.0,217882.0,1076152.0,2024-01
293,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-28,879804,437135,442669,2912,2925,653.0,530.0,222897.0,1102701.0,2024-01
294,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-29,883186,440851,442335,2948,2928,623.0,509.0,214380.0,1097566.0,2024-01
295,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-30,858034,427978,430056,2916,2909,581.0,506.0,196296.0,1054330.0,2024-01
296,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2024-01-31,842654,423985,418669,2859,2854,630.0,500.0,204718.0,1047372.0,2024-01
297,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-01,903348,458709,444639,3170,3166,630.0,633.0,227075.0,1130423.0,2025-01
298,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-02,933668,467381,466287,3182,3192,633.0,637.0,231973.0,1165641.0,2025-01
299,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-03,936817,463992,472825,3133,3137,619.0,613.0,238049.0,1174866.0,2025-01
300,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-04,938998,465739,473259,3062,3049,638.0,643.0,243567.0,1182565.0,2025-01
301,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-05,978884,488239,490645,3114,3124,658.0,659.0,253582.0,1232466.0,2025-01
302,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-06,975546,489033,486513,3148,3152,618.0,609.0,229985.0,1205531.0,2025-01
303,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-07,980482,489508,490974,3184,3183,621.0,621.0,230138.0,1210620.0,2025-01
304,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-28,965398,482756,482642,3199,3206,608.0,613.0,213937.0,1179335.0,2025-01
305,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-29,956181,477659,478522,3177,3182,663.0,586.0,219472.0,1175653.0,2025-01
306,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-30,974004,486012,487992,3206,3203,650.0,601.0,225000.0,1199004.0,2025-01
307,2018,ADAMPUR,DELHI,2333.0,2205.0,January,2025-01-31,997458,498462,498996,3201,3197,662.0,591.0,234359.0,1231817.0,2025-01
308,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2021-01-05,451941,228009,223932,2206,2198,495.6,442.24,160388.14666666667,843802.24,2021-01
309,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2021-01-18,456297,226717,229580,2088,2091,495.6,442.24,160388.14666666667,843802.24,2021-01
310,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-01,606261,298214,308047,2713,2736,297.0,305.0,87676.0,693937.0,2022-01
311,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-02,708991,350135,358856,2784,2794,314.0,328.0,91281.0,800272.0,2022-01
312,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-03,676848,339300,337548,2818,2810,316.0,310.0,88628.0,765476.0,2022-01
313,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-04,575080,289115,285965,2659,2660,279.0,306.0,81588.0,656668.0,2022-01
314,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-06,501865,253261,248604,2480,2469,286.0,311.0,86939.0,588804.0,2022-01
315,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-05,517351,259280,258071,2539,2543,310.0,307.0,87588.0,604939.0,2022-01
316,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-07,519983,259732,260251,2511,2518,333.0,341.0,95843.0,615826.0,2022-01
317,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-08,482360,241108,241252,2365,2366,330.0,321.0,91923.0,574283.0,2022-01
318,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-09,478321,237526,240795,2414,2409,335.0,344.0,93428.0,571749.0,2022-01
319,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-10,431118,216845,214273,2261,2247,314.0,316.0,86481.0,517599.0,2022-01
320,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-11,376906,187514,189392,2058,2061,302.0,303.0,78886.0,455792.0,2022-01
321,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-12,383736,191895,191841,2028,2035,316.0,317.0,83860.0,467596.0,2022-01
322,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-13,353712,177274,176438,2063,2062,316.0,315.0,79653.0,433365.0,2022-01
323,2018,ADAMPUR,DELHI,2146.0,1981.0,January,2022-01-14,336992,169545,167447,1994,1991,337.0,344.0,89669.0,426661.0,2022-01
